Reference Number,description,Assigned to,Assignment Group,Affected Service/CI,Affected Service/CI Category,Affected Service/CI Subcategory,Closed Date,Created,Created by,Task Summary,Closed by,Closure Code,Closure Code 2
INC0022316216,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0901 - threshold of 10ms Container IO Latency exceeded: current value 11296.000000 - Event ID:0242ac11-0007-af61-11ec-ec2db7629f29,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0901.uk.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022316214,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0701 - threshold of 10ms Container IO Latency exceeded: current value 10253.000000 - Event ID:0242ac11-0007-af61-11ec-ec2dcd10b39e,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0701.uk.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022316219,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0301 - threshold of 10ms Container IO Latency exceeded: current value 11527.000000 - Event ID:0242ac11-0007-af61-11ec-ec2dc076b032,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0301.uk.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022309597,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR2101 - threshold of 10ms Container IO Latency exceeded: current value 10050.000000 - Event ID:0242ac11-0015-bb1f-11ec-eba7895bc07e,Tanaji Dongare,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr2101.us.db.com,,,,14 June 2022,zip_interface,,,,
INC0022316245,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR0701 - threshold of 10ms Container IO Latency exceeded: current value 30131.000000 - Event ID:0242ac11-0015-bb1f-11ec-ec2dda0078b5,Benarjee Manepalli,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0701.us.db.com,,,,14 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022316244,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR0701 - threshold of 10ms Container IO Latency exceeded: current value 22586.000000 - Event ID:0242ac11-0015-bb1f-11ec-ec2dd9fe7ce3,Benarjee Manepalli,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0701.us.db.com,,,,14 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022316243,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR0701 - threshold of 10ms Container IO Latency exceeded: current value 11926.000000 - Event ID:0242ac11-0015-bb1f-11ec-ec2dda0051a4,Benarjee Manepalli,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0701.us.db.com,,,,14 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022311985,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR0301 - threshold of 10ms Container IO Latency exceeded: current value 13553.000000 - Event ID:0242ac11-0015-bb1f-11ec-ebc5ae3b7793,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0301.us.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022316218,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR0301 - threshold of 10ms Container IO Latency exceeded: current value 12132.000000 - Event ID:0242ac11-0015-bb1f-11ec-ec2dcdffcf17,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0301.us.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022308953,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 19956.000000 - Event ID:0242ac11-0015-bb1f-11ec-eb9bb64ed30a,Tanaji Dongare,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0101.us.db.com,,,,14 June 2022,zip_interface,,,,
INC0022308952,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 17852.000000 - Event ID:0242ac11-0015-bb1f-11ec-eb9bb64eabf9,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0101.us.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022312782,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 14099.000000 - Event ID:0242ac11-0015-bb1f-11ec-ebd17fdec2ad,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0101.us.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022312784,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 13539.000000 - Event ID:0242ac11-0015-bb1f-11ec-ebd17fdcedec,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0101.us.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022314285,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / KCHNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 19884.000000 - Event ID:0242ac11-000e-b27b-11ec-ebe82549665b,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0101.sg.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022314291,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / KCHNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 17469.000000 - Event ID:0242ac11-000e-b27b-11ec-ebe82549665a,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0101.sg.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022307953,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / KCHNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 12873.000000 - Event ID:0242ac11-000e-b27b-11ec-eb6de6f792d0,Girish Rajanal,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0101.sg.db.com,,,,14 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022307926,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / KCHNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 11145.000000 - Event ID:0242ac11-000e-b27b-11ec-eb6c84099b99,Girish Rajanal,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0101.sg.db.com,,,,14 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022314866,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / KCHNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 10088.000000 - Event ID:0242ac11-000e-b27b-11ec-ebf1ebf39ee7,Chekurthi-Nirmal Kumar,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0101.sg.db.com,,,,14 June 2022,zip_interface,,,,
INC0022314286,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DSJNTXCLSPR0201 - threshold of 10ms Container IO Latency exceeded: current value 23362.000000 - Event ID:0242ac11-000e-b27b-11ec-ebe884507cf2,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0201.sg.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022314287,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DSJNTXCLSPR0201 - threshold of 10ms Container IO Latency exceeded: current value 10661.000000 - Event ID:0242ac11-000e-b27b-11ec-ebe7ce78f926,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0201.sg.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022315210,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DCNNTXCLSPR2101 - threshold of 10ms Container IO Latency exceeded: current value 13868.000000 - Event ID:0242ac11-0007-aa67-11ec-ebfb8fedaf65,Girish Rajanal,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr2101.de.db.com,,,,14 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022308653,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DCNNTXCLSPR2101 - threshold of 10ms Container IO Latency exceeded: current value 10346.000000 - Event ID:0242ac11-0007-aa67-11ec-eb8e8ee7779c,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr2101.de.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022316215,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / CDCNTXCLSPR0801 - threshold of 10ms Container IO Latency exceeded: current value 20934.000000 - Event ID:0242ac11-0007-af61-11ec-ec2dbc6f31a7,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0801.uk.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022316217,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / CDCNTXCLSPR0801 - threshold of 10ms Container IO Latency exceeded: current value 14098.000000 - Event ID:0242ac11-0007-af61-11ec-ec2dbc6dab06,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0801.uk.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022308654,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / 2PKNTXCLSPR0801 - threshold of 10ms Container IO Latency exceeded: current value 13246.000000 - Event ID:0242ac11-0015-bb1f-11ec-eb8e896c6b91,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr0801.us.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022313857,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / 2PKNTXCLSPR0801 - threshold of 10ms Container IO Latency exceeded: current value 12547.000000 - Event ID:0242ac11-0015-bb1f-11ec-ebe052d2055c,Bheem Panwar,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr0801.us.db.com,,,,14 June 2022,zip_interface,,,,
INC0022308863,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / 2PKNTXCLSPR0201 - threshold of 10ms Container IO Latency exceeded: current value 10290.000000 - Event ID:0242ac11-0015-bb1f-11ec-eb99593100ce,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr0201.us.db.com,,,,14 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022324006,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0301 - threshold of 10ms Container IO Latency exceeded: current value 11667.000000 - Event ID:0242ac11-0007-af61-11ec-ecf703f29748,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0301.uk.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022316331,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / KCHNTXCLSPR0501 - threshold of 10ms Container IO Latency exceeded: current value 10050.000000 - Event ID:0242ac11-000e-b27b-11ec-ec360d7b833e,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0501.sg.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022317030,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DSJNTXCLSPR0201 - threshold of 10ms Container IO Latency exceeded: current value 10444.000000 - Event ID:0242ac11-000e-b27b-11ec-ec5a641f5728,Balagam-Subramanya Naikar,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxclspr0201.sg.db.com,,,,15 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022323375,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DCNNTXCLSPR1901 - threshold of 10ms Container IO Latency exceeded: current value 10521.000000 - Event ID:0242ac11-0007-aa67-11ec-eccdc4b3c846,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr1901.de.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022324003,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DCNNTXCLSPR0301 - threshold of 10ms Container IO Latency exceeded: current value 15809.000000 - Event ID:0242ac11-0007-aa67-11ec-ecf706785789,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr0301.de.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022324002,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DCNNTXCLSPR0301 - threshold of 10ms Container IO Latency exceeded: current value 10438.000000 - Event ID:0242ac11-0007-aa67-11ec-ecf7067a535a,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr0301.de.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022324004,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / CDCNTXCLSPR0801 - threshold of 10ms Container IO Latency exceeded: current value 13014.000000 - Event ID:0242ac11-0007-af61-11ec-ecf7086d22eb,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0801.uk.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022321443,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / CDCNTXCLSPR0201 - threshold of 10ms Container IO Latency exceeded: current value 15811.000000 - Event ID:0242ac11-0007-af61-11ec-eca32e4d60b3,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0201.uk.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022321441,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / CDCNTXCLSPR0201 - threshold of 10ms Container IO Latency exceeded: current value 15683.000000 - Event ID:0242ac11-0007-af61-11ec-eca32e4dfcf4,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0201.uk.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022316952,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / 2PKNTXCLSPR2401 - threshold of 10ms Container IO Latency exceeded: current value 10584.000000 - Event ID:0242ac11-0015-bb1f-11ec-ec57c51880d9,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr2401.us.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022323976,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / 2PKNTXCLSPR0401 - threshold of 10ms Container IO Latency exceeded: current value 25140.000000 - Event ID:0242ac11-0015-bb1f-11ec-ecf6f56fd735,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr0401.us.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022323977,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / 2PKNTXCLSPR0401 - threshold of 10ms Container IO Latency exceeded: current value 17752.000000 - Event ID:0242ac11-0015-bb1f-11ec-ecf6f56f13e4,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr0401.us.db.com,,,,15 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022330169,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 21842.000000 - Event ID:0242ac11-0007-af61-11ec-ed8db9889395,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0101.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022330170,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 21243.000000 - Event ID:0242ac11-0007-af61-11ec-ed8db98a4146,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0101.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022330446,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 18190.000000 - Event ID:0242ac11-0007-af61-11ec-ed961a1b59b1,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0101.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022330447,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 18013.000000 - Event ID:0242ac11-0007-af61-11ec-ed961a1b59b0,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0101.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022330786,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 10830.000000 - Event ID:0242ac11-0007-af61-11ec-eda6ddd3c57f,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0101.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022329017,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 10490.000000 - Event ID:0242ac11-0007-af61-11ec-ed748f88d060,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0101.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022329019,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 10453.000000 - Event ID:0242ac11-0007-af61-11ec-ed748f8770cf,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0101.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022330787,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / WDCNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 10253.000000 - Event ID:0242ac11-0007-af61-11ec-eda6ddd461c0,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,wdcntxclspr0101.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022326117,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / NJ3NTXCLSPR2101 - threshold of 10ms Container IO Latency exceeded: current value 11066.000000 - Event ID:0242ac11-0015-bb1f-11ec-ed439063482e,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr2101.us.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022328590,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / KCHNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 11779.000000 - Event ID:0242ac11-000e-b27b-11ec-ed6c90f94a29,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0101.sg.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022328588,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / KCHNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 11465.000000 - Event ID:0242ac11-000e-b27b-11ec-ed6c90faa9ba,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,kchntxclspr0101.sg.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022326633,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DCNNTXCLSPR2301 - threshold of 10ms Container IO Latency exceeded: current value 10901.000000 - Event ID:0242ac11-0007-aa67-11ec-ed4abd077cf2,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr2301.de.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022327695,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DCNNTXCLSPR1901 - threshold of 10ms Container IO Latency exceeded: current value 10496.000000 - Event ID:0242ac11-0007-aa67-11ec-ed5adf0c7d6c,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr1901.de.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022331221,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DCNNTXCLSPR0101 - threshold of 10ms Container IO Latency exceeded: current value 10472.000000 - Event ID:0242ac11-0007-aa67-11ec-edc01b375ef9,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcnntxclspr0101.de.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022330334,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / DCBNTXCLSPR2001 - threshold of 10ms Container IO Latency exceeded: current value 11033.000000 - Event ID:0242ac11-0007-aa67-11ec-ed9342d678c1,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxclspr2001.de.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022324263,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / CDCNTXCLSPR0201 - threshold of 10ms Container IO Latency exceeded: current value 17448.000000 - Event ID:0242ac11-0007-af61-11ec-ed07c6b139a9,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0201.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022324265,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / CDCNTXCLSPR0201 - threshold of 10ms Container IO Latency exceeded: current value 17160.000000 - Event ID:0242ac11-0007-af61-11ec-ed07c6b09d68,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxclspr0201.uk.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022325306,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / 2PKNTXCLSPR2401 - threshold of 10ms Container IO Latency exceeded: current value 13300.000000 - Event ID:0242ac11-0015-bb1f-11ec-ed36f7ba6ea6,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr2401.us.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022325831,Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / Perf/Nutanix/IO Latency / 2PKNTXCLSPR2401 - threshold of 10ms Container IO Latency exceeded: current value 11707.000000 - Event ID:0242ac11-0015-bb1f-11ec-ed3f5b0fd75e,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,2pkntxclspr2401.us.db.com,,,,16 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022278102,Status/Kerberos / Status/Kerberos / KerberosFailure / kinit: Cannot contact any KDC for realm 'DBG.ADS.DB.COM' while getting initial credentials - Event ID:0242ac11-0007-af61-11ec-e79920682054,Gabbeta Hareesh,DBSP-INT-NGCS-TIER2-CITRIX,cdcctxcccpr0205.uk.db.com,,,,09 June 2022,zip_interface,,,No Fault Found,False Alert
INC0022223549,"Nutanix/Alert / {file_server_smart_alert_title} / SystemIndicator Cluster / Insights Server using more than 90% of allocated memory, [Cause: Insights server getting more queries than usual] - Event ID:0242ac11-0015-bb1f-11ec-e13de7dc4624",Balagam-Subramanya Naikar,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr0901.us.db.com,,,06-06-2022 20:00,01 June 2022,zip_interface,,Balagam-Subramanya Naikar,No Fault Found,False Alert
INC0022226865,"Dear Team,

CDCNTXAHVPR2004 is powered off state i tried to start from ILO but server is not powering on.  i could see Memory and Power supply Fan are degraded state, I attached screen shot and AHS logs please check and raise the ticket with HPE to do the further trouble shooting.
",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,cdcntxahvpr2004.uk.db.com,,,,01 June 2022,zip_interface,,,Hardware,Not Listed
INC0022247822,"Nutanix/Alert / {file_server_smart_alert_title} / SystemIndicator Cluster / Insights Server using more than 90% of allocated memory, [Cause: Insights server getting more queries than usual] - Event ID:0242ac11-0015-bb1f-11ec-e3eea1ca3d73",Amit Kunapara,DBSP-INT-NGCS-TIER2-NUTANIX,nj3ntxclspr1101.us.db.com,,,,04 June 2022,zip_interface,,,,
INC0022255785,"Nutanix/Alert / {file_server_smart_alert_title} / SystemIndicator Cluster / Insights Server using more than 90% of allocated memory, [Cause: Insights server getting more queries than usual] - Event ID:0242ac11-0007-aa67-11ec-e577751c244a",Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dcbntxclspr1601.de.db.com,,,,06 June 2022,zip_interface,,,Hardware,Not Listed
INC0022266891,Perf/Memory / Perf/Memory / Perf/Memory / DSJNTXFDNPR0201 - threshold of 98 percent guest memory exceeded: current value 98.025100 - Event ID:0242ac11-000e-b27b-11ec-e66a4ceb8d55,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxfdnpr0201.sg.db.com,,,,07 June 2022,zip_interface,,,Capacity,Resource Utilisation
INC0022266890,Perf/Memory / Perf/Memory / Perf/Memory / DSJNTXFDNPR0201 - threshold of 98 percent guest memory exceeded: current value 98.025100 - Event ID:0242ac11-000e-b27b-11ec-e66a4ce99184,Rohit Gaur,DBSP-INT-NGCS-TIER2-NUTANIX,dsjntxfdnpr0201.sg.db.com,,,,07 June 2022,zip_interface,,,Capacity,Resource Utilisation
